title,runtimeMinutes,averageRating,numVotes,director,writer,productionBudget,domesticGross,worldwideGross,releaseYear,releaseMonth,releaseDay,genre-1,genre-2,genre-3,budgetYear,domesticGrossYear,worldwideGrossYear
50 First Dates,99,6.8,379302,Peter Segal,George Wing,75000000,120776832,196320329,2004,2,13,Comedy,Drama,Romance,37425.149700598806,60267.88023952096,97964.2360279441
The Good Shepherd,167,6.7,108070,Robert De Niro,Eric Roth,80000000,59908565,100378271,2006,12,22,Drama,History,Thriller,39880.358923230306,29864.688434695912,50039.018444666
Connie and Carla,108,6.2,8603,Michael Lembeck,Nia Vardalos,20000000,8047525,9649039,2004,4,16,Comedy,Crime,Music,9980.039920159681,4015.7310379241517,4814.889720558882
Sky Captain and the World of Tomorrow,106,6.1,87220,Kerry Conran,Kerry Conran,70000000,37760080,49730854,2004,9,17,Action,Adventure,Mystery,34930.13972055888,18842.355289421157,24815.795409181635
Waiting...,94,6.7,105489,Rob McKittrick,Rob McKittrick,1125000,16124543,18673274,2005,10,7,Comedy,NA,NA,561.0972568578553,8042.16608478803,9313.353615960099
Gothika,98,5.8,118558,Mathieu Kassovitz,Sebastian Gutierrez,40000000,59588068,141484812,2003,11,21,Horror,Mystery,Thriller,19970.044932601097,29749.40988517224,70636.45132301547
Breakin' All the Rules,85,5.6,6366,Daniel Taplitz,Daniel Taplitz,9000000,12232382,12512317,2004,5,14,Comedy,Romance,NA,4491.017964071856,6103.983033932136,6243.671157684631
Eulogy,91,6.4,9253,Michael Clancy,Michael Clancy,10000000,70527,91201,2004,10,15,Comedy,Drama,NA,4990.0199600798405,35.19311377245509,45.509481037924154
King Arthur,126,6.3,175405,Antoine Fuqua,David Franzoni,90000000,51877963,203653524,2004,7,7,Action,Adventure,Drama,44910.17964071856,25887.207085828344,101623.51497005988
Ladder 49,115,6.5,59293,Jay Russell,Lewis Colick,60000000,74541707,102332848,2004,10,1,Action,Drama,Thriller,29940.119760479043,37196.460578842314,51064.295409181635
Miracle,135,7.4,58495,Gavin O'Connor,Eric Guggenheim,28000000,64378093,64474705,2004,2,6,Biography,Drama,History,13972.055888223553,32124.796906187625,32173.00648702595
De-Lovely,125,6.6,11811,Irwin Winkler,Jay Cocks,15000000,13337299,18524496,2004,6,25,Biography,Drama,Music,7485.029940119761,6655.338822355289,9243.760479041915
The Brothers Grimm,118,5.9,125903,Terry Gilliam,Ehren Kruger,80000000,37899638,105299638,2005,8,26,Action,Adventure,Comedy,39900.249376558604,18902.56259351621,52518.52269326683
Lords of Dogtown,107,7.1,57897,Catherine Hardwicke,Stacy Peralta,25000000,11273517,13424365,2005,6,3,Biography,Drama,Sport,12468.827930174564,5622.70174563591,6695.443890274314
A Cinderella Story,95,5.9,93495,Mark Rosman,Leigh Dunlap,19000000,51438175,70112484,2004,7,16,Comedy,Family,Romance,9481.037924151697,25667.751996007984,34986.26946107784
Foolproof,94,6.4,11060,William Phillips,William Phillips,5800000,230312,421021,2003,10,3,Action,Comedy,Crime,2895.656515227159,114.9835247129306,210.19520718921618
The Forgotten,91,5.8,68214,Joseph Ruben,Gerald Di Pego,50000000,66711892,117211892,2004,9,24,Drama,Mystery,Sci-Fi,24950.099800399203,33289.36726546906,58488.96806387226
The Family Stone,103,6.3,74956,Thomas Bezucha,Thomas Bezucha,18000000,60062868,92357499,2005,12,16,Comedy,Drama,Romance,8977.556109725685,29956.54264339152,46063.59052369077
The Ballad of Jack and Rose,112,6.5,12126,Rebecca Miller,Rebecca Miller,1500000,712294,1126258,2005,3,25,Drama,NA,NA,748.1296758104738,355.2588528678304,561.7246882793017
A Home at the End of the World,97,6.6,13974,Michael Mayer,Michael Cunningham,6500000,1029017,1038228,2004,7,23,Drama,Romance,NA,3243.512974051896,513.4815369261477,518.0778443113772
The Real Cancun,96,2.9,3942,Rick de Oliveira,Brian Caldirola,4000000,3816594,4188034,2003,4,25,Documentary,NA,NA,1997.00449326011,1905.438841737394,2090.8806789815276
Fahrenheit 9/11,122,7.5,132147,Michael Moore,Michael Moore,6000000,119114517,221148959,2004,6,23,Documentary,Drama,War,2994.011976047904,59438.38173652695,110353.77195608782
Inglourious Basterds,153,8.4,1569218,Quentin Tarantino,Quentin Tarantino,70000000,120774594,316802281,2009,8,21,Adventure,Drama,War,34843.20557491289,60116.77152812344,157691.52862120458
The Machinist,101,7.6,413398,Brad Anderson,Scott Kosar,5000000,1082044,8655397,2004,10,22,Drama,Thriller,NA,2495.0099800399203,539.942115768463,4319.060379241517
Son of the Mask,94,2.3,59089,Lawrence Guterman,Lance Khazei,100000000,17018422,59918422,2005,2,18,Comedy,Family,Fantasy,49875.31172069826,8487.99102244389,29884.499750623443
Kinsey,118,7.1,50831,Bill Condon,Bill Condon,11000000,10214647,17443529,2004,11,12,Biography,Drama,Romance,5489.021956087824,5097.129241516966,8704.355788423154
Freeze Frame,99,6.3,2942,John Simpson,John Simpson,2000000,0,105377,2004,12,10,Crime,Drama,Mystery,998.003992015968,0.0,52.583333333333336
Elephant,81,7.1,96762,Gus Van Sant,Gus Van Sant,3000000,1266955,10051516,2003,10,24,Crime,Drama,Thriller,1497.7533699450823,632.5287069395906,5018.230654018971
Dodgeball: A True Underdog Story,92,6.7,265677,Rawson Marshall Thurber,Rawson Marshall Thurber,30000000,114326736,167791704,2004,6,18,Comedy,Sport,NA,14970.059880239522,57049.26946107784,83728.39520958083
The Matador,96,6.7,46295,Richard Shepard,Richard Shepard,10000000,12589255,17300838,2005,12,30,Comedy,Crime,Thriller,4987.5311720698255,6278.930174563591,8628.846882793017
The Upside of Anger,118,6.8,22869,Mike Binder,Mike Binder,12000000,18761993,28915761,2005,3,11,Comedy,Drama,NA,5985.037406483791,9357.602493765586,14421.825935162095
You Got Served,95,3.8,28551,Chris Stokes,Chris Stokes,8000000,40066497,50811858,2004,1,30,Drama,Music,NA,3992.015968063872,19993.261976047903,25355.21856287425
Shortbus,101,6.4,35263,John Cameron Mitchell,John Cameron Mitchell,2000000,1997497,1997497,2006,10,4,Comedy,Drama,Romance,997.0089730807578,995.7612163509472,995.7612163509472
The Squid and the Whale,81,7.3,89865,Noah Baumbach,Noah Baumbach,1500000,7372734,11191423,2005,10,5,Comedy,Drama,NA,748.1296758104738,3677.1740648379055,5581.757107231921
Hannibal Rising,121,6.1,115387,Peter Webber,Thomas Harris,50000000,27669725,80583311,2007,2,9,Adventure,Crime,Drama,24912.805181863478,13786.609367214749,40151.126557050324
The Village,108,6.6,276285,M. Night Shyamalan,M. Night Shyamalan,71682975,114197520,257641634,2004,7,30,Drama,Mystery,Thriller,35769.94760479042,56984.790419161676,128563.68962075848
Elizabethtown,123,6.3,72465,Cameron Crowe,Cameron Crowe,54000000,26850426,50719373,2005,10,14,Comedy,Drama,Romance,26932.668329177057,13391.73366583541,25296.445386533665
Sleepover,89,5.3,17930,Joe Nussbaum,Elisa Bell,10000000,9408183,9424052,2004,7,9,Comedy,Family,Romance,4990.0199600798405,4694.702095808383,4702.620758483034
Collateral,120,7.5,430654,Michael Mann,Stuart Beattie,60000000,100170152,217602967,2004,8,6,Action,Crime,Drama,29940.119760479043,49985.105788423156,108584.31487025948
Monster-in-Law,101,5.6,65223,Robert Luketic,Anya Kochoff,45000000,82931301,155931301,2005,5,13,Comedy,Romance,NA,22443.890274314213,41362.24488778055,77771.22244389028
Ultraviolet,88,4.3,83876,Kurt Wimmer,Kurt Wimmer,30000000,18522064,30962112,2006,3,3,Action,Sci-Fi,NA,14955.134596211366,9233.332003988036,15434.751744765703
Spanglish,131,6.4,88296,James L. Brooks,James L. Brooks,75000000,42044321,54344321,2004,12,17,Comedy,Drama,Romance,37425.149700598806,20980.2000998004,27117.924650698602
Dragon Wars: D-War,107,3.5,25312,Hyung-rae Shim,Hyung-rae Shim,32000000,10977721,79915361,2007,9,14,Action,Drama,Fantasy,15944.195316392626,5469.716492277031,39818.31639262581
Imaginary Heroes,111,7.1,9983,Dan Harris,Dan Harris,10000000,228524,290875,2004,12,17,Drama,NA,NA,4990.0199600798405,114.03393213572855,145.14720558882235
Incident at Loch Ness,94,6.5,4394,Zak Penn,Zak Penn,1400000,36830,56073,2004,9,17,Adventure,Comedy,Fantasy,698.6027944111777,18.378243512974052,27.980538922155688
White Noise,101,5.5,50604,Geoffrey Sax,Niall Johnson,10000000,56094360,92094360,2005,1,7,Drama,Horror,Mystery,4987.5311720698255,27977.236907730672,45932.349127182046
Closer,104,7.2,234949,Mike Nichols,Patrick Marber,35000000,33987757,116148537,2004,12,3,Drama,Romance,NA,17465.06986027944,16959.95858283433,57958.35179640719
Mean Creek,90,7.1,33264,Jacob Estes,Jacob Estes,500000,603951,1348750,2004,8,20,Crime,Drama,NA,249.500998003992,301.372754491018,673.0289421157685
The Gospel of John,180,7.7,4137,Philip Saville,John Goldsmith,11000000,4068087,4234355,2003,9,26,Biography,Drama,History,5491.762356465302,2030.9970044932602,2114.006490264603
Into the Blue,110,5.9,79267,John Stockwell,Matt Johnson,50000000,18782227,41982227,2005,9,30,Action,Adventure,Crime,24937.65586034913,9367.694264339152,20938.766583541146
Touching the Void,106,8.0,37936,Kevin Macdonald,Joe Simpson,2000000,4593598,15396525,2003,12,12,Adventure,Documentary,Drama,998.502246630055,2293.3589615576634,7686.732401397903
Serenity,119,7.8,304831,Joss Whedon,Joss Whedon,39000000,25514517,40319440,2005,9,30,Action,Adventure,Sci-Fi,19451.37157107232,12725.444887780548,20109.4463840399
Hide and Seek,101,5.9,88489,John Polson,Ari Schlossberg,25000000,51100486,123696741,2005,1,28,Horror,Mystery,NA,12468.827930174564,25486.52668329177,61694.13516209476
Stealth,121,5.1,56071,Rob Cohen,W.D. Richter,138000000,32116746,76416746,2005,7,29,Action,Adventure,Sci-Fi,68827.93017456359,16018.327182044888,38113.090274314214
"Synecdoche, New York",124,7.5,97702,Charlie Kaufman,Charlie Kaufman,20000000,3083538,4383538,2008,10,24,Drama,NA,NA,9960.1593625498,1535.6264940239043,2183.0368525896415
Vera Drake,125,7.6,26745,Mike Leigh,Mike Leigh,11000000,3753806,13353855,2004,10,10,Crime,Drama,NA,5489.021956087824,1873.1566866267465,6663.600299401198
Silent Hill,125,6.5,242825,Christophe Gans,Roger Avary,50000000,46982632,94704227,2006,4,21,Horror,Mystery,NA,24925.224327018943,23421.05284147557,47210.48205383848
The Weather Man,102,6.6,83046,Gore Verbinski,Steve Conrad,20000000,12482775,15466961,2005,10,28,Comedy,Drama,NA,9975.062344139651,6225.822942643392,7714.195012468828
The White Countess,135,6.5,6947,James Ivory,Kazuo Ishiguro,16000000,1669971,2814566,2005,12,21,Drama,History,Romance,7980.049875311721,832.9032418952619,1403.773566084788
In Good Company,110,6.5,56406,Paul Weitz,Paul Weitz,26000000,45489752,63463195,2004,12,29,Comedy,Drama,Romance,12974.051896207584,22699.477045908185,31668.260978043912
L'incomparable mademoiselle C.,103,5.9,137,Richard Ciupka,Dominique Demers,3400000,493905,493905,2004,4,23,Comedy,NA,NA,1696.6067864271456,246.45958083832335,246.45958083832335
Sicko,123,8.0,76727,Michael Moore,Michael Moore,9000000,24538513,36535837,2007,6,22,Documentary,Drama,NA,4484.304932735426,12226.463876432486,18204.203786746388
Hitch,118,6.6,333869,Andy Tennant,Kevin Bisch,55000000,177784257,366784257,2005,2,11,Comedy,Romance,NA,27431.42144638404,88670.4523690773,182934.791521197
Seed of Chucky,87,4.9,49560,Don Mancini,Don Mancini,29000000,17016190,24716190,2004,11,12,Comedy,Horror,Thriller,14471.057884231537,8491.112774451098,12333.428143712576
Caché,117,7.3,84754,Michael Haneke,Michael Haneke,8000000,3647381,19891331,2005,12,23,Drama,Mystery,Thriller,3990.0249376558604,1819.1426433915212,9920.863341645885
King of California,93,6.6,23576,M. Cahill,M. Cahill,10000000,268461,1165102,2007,9,14,Comedy,Drama,NA,4982.5610363726955,133.76233183856502,580.51918285999
King's Ransom,95,4.4,3905,Jeffrey W. Byrd,Wayne Conley,25000000,4008527,4049527,2005,4,22,Comedy,Crime,NA,12468.827930174564,1999.265336658354,2019.7142144638403
The Greatest Game Ever Played,120,7.4,33216,Bill Paxton,Mark Frost,25000000,15331289,15468266,2005,9,30,Biography,Drama,Sport,12468.827930174564,7646.528179551122,7714.845885286783
Maria Full of Grace,101,7.4,36090,Joshua Marston,Joshua Marston,3200000,6529624,14441158,2004,7,16,Crime,Drama,NA,1596.8063872255489,3258.295409181637,7206.166666666667
Primer,77,6.7,113563,Shane Carruth,Shane Carruth,7000,424760,841926,2004,10,8,Drama,Sci-Fi,Thriller,3.493013972055888,211.9560878243513,420.122754491018
Super Size Me,100,7.2,112904,Morgan Spurlock,Morgan Spurlock,65000,11529368,22233808,2004,5,7,Documentary,NA,NA,32.43512974051896,5753.1776447105785,11094.714570858283
A Lot Like Love,107,6.6,71066,Nigel Cole,Colin Patrick Lynch,25000000,21835784,41921590,2005,4,22,Comedy,Drama,Romance,12468.827930174564,10890.665336658354,20908.52369077307
Steel Spirit,90,7.5,25,Steven J. Pershing,Steven J. Pershing,20000,1860,1860,2002,1,11,Action,NA,NA,9.99000999000999,0.929070929070929,0.929070929070929
The Skeleton Key,104,6.5,122316,Iain Softley,Ehren Kruger,40000000,47907715,92256918,2005,8,12,Drama,Horror,Mystery,19950.124688279302,23894.122194513715,46013.42543640898
Lord of War,122,7.6,335086,Andrew Niccol,Andrew Niccol,42000000,24149632,60437727,2005,9,16,Crime,Drama,NA,20947.630922693268,12044.704239401497,30143.504738154614
The Dark Hours,80,6.0,5572,Paul Fox,Wil Zmak,400000,423,423,2005,10,13,Horror,Thriller,NA,199.50124688279303,0.21097256857855362,0.21097256857855362
The New World,135,6.7,89399,Terrence Malick,Terrence Malick,30000000,12712093,26184400,2005,12,25,Biography,Drama,History,14962.593516209476,6340.196009975062,13059.551122194514
Roll Bounce,112,6.2,7800,Malcolm D. Lee,Norman Vance Jr.,10000000,17380866,17433072,2005,9,23,Comedy,Drama,Music,4987.5311720698255,8668.761097256858,8694.799002493766
Running Scared,122,7.3,103351,Wayne Kramer,Wayne Kramer,17000000,6855137,9729088,2006,2,24,Action,Crime,Drama,8474.57627118644,3417.316550348953,4849.994017946162
The Guardian,139,6.9,97647,Andrew Davis,Ron L. Brinkerhoff,70000000,55011732,94973540,2006,9,29,Action,Adventure,Drama,34895.31405782652,27423.59521435693,47344.73579262213
The Guardian,90,4.3,26,Mark J. Doddy,Lia Scott Price,70000000,55011732,94973540,2006,9,29,Horror,NA,NA,34895.31405782652,27423.59521435693,47344.73579262213
Firewall,105,5.8,59484,Richard Loncraine,Joe Forte,50000000,48751189,82751189,2006,2,10,Action,Crime,Thriller,24925.224327018943,24302.686440677968,41251.838983050846
Hustle & Flow,116,7.3,43044,Craig Brewer,Craig Brewer,2800000,22202809,23591783,2005,7,22,Crime,Drama,Music,1396.508728179551,11073.720199501247,11766.475311720698
The World's Fastest Indian,127,7.8,58095,Roger Donaldson,Roger Donaldson,25000000,5128124,18991288,2005,10,13,Biography,Drama,Sport,12468.827930174564,2557.6678304239404,9471.964089775562
Keeping Up with the Steins,90,5.4,3309,Scott Marshall,Mark Zakarin,5000000,4339241,4414753,2006,5,12,Comedy,NA,NA,2492.522432701894,2163.1311066799603,2200.7741774675974
Me and You and Everyone We Know,91,7.2,37330,Miranda July,Miranda July,2000000,3885134,9615464,2005,6,17,Comedy,Drama,NA,997.5062344139651,1937.722693266833,4795.742643391522
Wolf Creek,99,6.2,77828,Greg McLean,Greg McLean,1100000,16186348,29005064,2005,11,3,Horror,Thriller,NA,548.6284289276808,8072.991521197007,14466.36608478803
Match Point,124,7.6,227229,Woody Allen,Woody Allen,15000000,23089926,87950928,2005,12,28,Drama,Romance,Thriller,7481.296758104738,11516.172568578553,43865.79950124688
Idlewild,121,6.2,5740,Bryan Barber,Bryan Barber,15000000,12669914,12669914,2006,8,25,Crime,Drama,Musical,7477.567298105683,6316.008973080758,6316.008973080758
Junebug,106,6.9,23380,Phil Morrison,Angus MacLachlan,1000000,2678010,3553253,2005,8,3,Comedy,Drama,NA,498.75311720698255,1335.6658354114713,1772.1960099750625
In the Land of Women,97,6.4,32594,Jonathan Kasdan,Jonathan Kasdan,10500000,11052958,14140402,2007,4,20,Comedy,Drama,Romance,5231.6890881913305,5507.203786746388,7045.5416043846535
Stranger Than Fiction,113,7.5,235895,Marc Forster,Zach Helm,30000000,40435190,53572822,2006,11,10,Comedy,Drama,Fantasy,14955.134596211366,20157.123629112662,26706.29212362911
Veer-Zaara,192,7.8,57192,Yash Chopra,Aditya Chopra,7000000,2938532,7017859,2004,11,12,Drama,Family,Musical,3493.013972055888,1466.3333333333333,3501.925648702595
Royal Kill,90,3.1,805,Bob Ahmed,Bob Ahmed,350000,0,0,2009,4,10,Action,Thriller,NA,174.21602787456445,0.0,0.0
Diary of a Mad Black Woman,116,5.7,15772,Darren Grant,Tyler Perry,5500000,50406346,50458356,2005,2,25,Comedy,Drama,Romance,2743.142144638404,25140.322194513716,25166.26234413965
Marie Antoinette,123,6.5,120856,Sofia Coppola,Sofia Coppola,40000000,15962471,60862471,2006,10,20,Biography,Drama,History,19940.179461615153,7957.363409770688,30340.2148554337
Sherrybaby,96,6.6,12044,Laurie Collyer,Laurie Collyer,2000000,199176,759504,2006,9,8,Drama,NA,NA,997.0089730807578,99.2901296111665,378.6161515453639
Clerks II,97,7.3,140300,Kevin Smith,Kevin Smith,5000000,24148068,27342246,2006,7,21,Comedy,NA,NA,2492.522432701894,12037.920239282153,13630.232303090728
Lucky Number Slevin,110,7.7,324634,Paul McGuigan,Jason Smilovic,27000000,22495466,55495466,2006,4,7,Crime,Drama,Thriller,13459.621136590229,11214.09072781655,27664.738783649052
Superhero Movie,75,4.7,74897,Craig Mazin,Craig Mazin,35000000,26638520,73026302,2008,3,28,Action,Comedy,Sci-Fi,17430.27888446215,13266.195219123507,36367.680278884465
Guiana 1838,120,7.0,81,Rohit Jagessar,Rohit Jagessar,1000000,227241,227241,2004,9,24,Drama,NA,NA,499.001996007984,113.3937125748503,113.3937125748503
Get Rich or Die Tryin',117,5.5,49930,Jim Sheridan,Terence Winter,40000000,30981850,46666955,2005,11,9,Biography,Crime,Drama,19950.124688279302,15452.294264339153,23275.28927680798
Stick It,103,6.4,30322,Jessica Bendinger,Jessica Bendinger,20000000,26910736,30399714,2006,4,28,Comedy,Drama,Sport,9970.089730807576,13415.122632103688,15154.393818544368
The Kingdom,110,7.0,131884,Peter Berg,Matthew Michael Carnahan,72500000,47467250,86802457,2007,9,28,Action,Drama,Thriller,36123.567513702044,23650.847035376184,43249.85401096164
Resident Evil: Extinction,94,6.2,204548,Russell Mulcahy,Paul W.S. Anderson,45000000,50648679,149871103,2007,9,21,Action,Horror,Sci-Fi,22421.52466367713,25236.013452914798,74674.1918285999
Undiscovered,97,4.2,2921,Meiert Avis,John Galt,9000000,1069318,1069318,2005,8,26,Comedy,Music,Romance,4488.7780548628425,533.3256857855362,533.3256857855362
Friends with Money,88,5.8,32031,Nicole Holofcener,Nicole Holofcener,6500000,13368437,18110152,2006,4,7,Comedy,Drama,Romance,3240.279162512463,6664.225822532403,9027.992023928215
The Queen,103,7.3,115654,Stephen Frears,Peter Morgan,15000000,56441711,128885873,2006,9,15,Biography,Drama,NA,7477.567298105683,28136.446161515454,64250.18594217348
See No Evil,84,5.0,28693,Gregory Dark,Dan Madigan,8000000,15032800,18828036,2006,5,19,Action,Horror,Thriller,3988.035892323031,7493.918245264207,9385.860418743769
Catch a Fire,101,6.7,11016,Phillip Noyce,Shawn Slovo,14000000,4299773,5782198,2006,10,27,Biography,Drama,History,6979.062811565304,2143.4561316051845,2882.4516450648057
Akeelah and the Bee,112,7.4,21505,Doug Atchison,Doug Atchison,8000000,18848430,18959424,2006,4,28,Drama,Family,NA,3988.035892323031,9396.026919242273,9451.357926221335
Mad Hot Ballroom,105,7.4,3547,Marilyn Agrelo,Amy Sewell,500000,8117961,9387581,2005,5,13,Documentary,Family,Music,249.37655860349128,4048.858354114713,4682.085286783043
Side Effects,90,4.9,1149,Kathleen Slattery-Moschkau,Kathleen Slattery-Moschkau,200000,44701,44701,2005,9,9,Comedy,Drama,Romance,99.75062344139651,22.294763092269328,22.294763092269328
Slither,95,6.5,88412,James Gunn,James Gunn,15250000,7802450,12930343,2006,3,31,Comedy,Horror,Sci-Fi,7602.193419740777,3889.5563310069792,6445.833998005982
Volver,121,7.6,107055,Pedro Almodóvar,Pedro Almodóvar,9400000,12899867,87226613,2006,7,6,Comedy,Drama,NA,4685.9421734795615,6430.641575274178,43482.85792622134
